date,lowbound_10th_hosp,median_hosp,upbound_90th_hosp,lowbound_10th_icu,median_icu,upbound_90th_icu,lowbound_10th_deaths,median_deaths,upbound_90th_deaths,lowbound_10th_rt,median_rt,upbound_90th_rt,county
2020-06-10,203.56,214.05,224.44,64.77,68.38,72.09,179.81,185.44,190.82,1.28,1.39,1.55,San Bernardino
2020-06-11,210.7,221.08,231.46,67.02,70.65,74.33,182.33,188.02,193.42,1.27,1.37,1.52,San Bernardino
2020-06-12,218.29,228.63,238.98,69.51,73.11,76.78,184.92,190.69,196.13,1.25,1.34,1.49,San Bernardino
2020-06-13,226.63,236.74,246.86,72.17,75.74,79.37,187.65,193.45,198.94,1.24,1.32,1.44,San Bernardino
2020-06-14,235.49,245.39,255.26,75,78.53,82.05,190.45,196.31,201.84,1.23,1.3,1.41,San Bernardino
2020-06-15,244.64,254.45,264.26,78.03,81.46,84.98,193.34,199.27,204.82,1.21,1.28,1.38,San Bernardino
2020-06-16,254.2,264.03,273.76,81.09,84.56,88.08,196.36,202.35,207.96,1.2,1.27,1.35,San Bernardino
2020-06-17,264.28,273.91,283.55,84.32,87.77,91.27,199.47,205.53,211.15,1.2,1.26,1.34,San Bernardino
2020-06-18,274.53,284.02,294.08,87.56,91.07,94.59,202.75,208.83,214.56,1.19,1.26,1.34,San Bernardino
2020-06-19,284.65,294.58,304.62,90.85,94.43,98.05,206.1,212.24,218.05,1.19,1.25,1.34,San Bernardino
2020-06-20,295.06,305.27,315.66,94.17,97.9,101.6,209.63,215.82,221.7,1.18,1.25,1.33,San Bernardino
2020-06-21,305.74,316.16,326.98,97.63,101.41,105.28,213.26,219.51,225.46,1.18,1.25,1.33,San Bernardino
2020-06-22,316.73,327.36,338.52,101.13,105.03,109.04,216.98,223.33,229.36,1.18,1.25,1.33,San Bernardino
2020-06-23,327.98,338.78,350.22,104.69,108.69,112.78,220.85,227.26,233.45,1.18,1.25,1.33,San Bernardino
2020-06-24,339.46,350.44,362.04,108.32,112.37,116.68,224.85,231.38,237.65,1.18,1.25,1.33,San Bernardino
2020-06-25,351.16,362.35,373.95,112.03,116.19,120.57,229.02,235.63,242.01,1.18,1.25,1.33,San Bernardino
2020-06-26,363.24,374.35,386.08,115.84,120.04,124.56,233.28,240.01,246.47,1.18,1.25,1.33,San Bernardino
2020-06-27,375.74,386.61,398.31,119.74,123.99,128.57,237.67,244.54,251.08,1.18,1.24,1.33,San Bernardino
2020-06-28,388.48,399.14,410.71,123.71,128.02,132.66,242.28,249.21,255.93,1.18,1.24,1.32,San Bernardino
2020-06-29,401.67,412.01,423.36,127.77,132.12,136.8,246.98,254.07,260.93,1.17,1.24,1.32,San Bernardino
2020-06-30,414.96,425.28,436.08,132.03,136.34,141.01,251.87,259.03,266.04,1.17,1.24,1.32,San Bernardino
2020-07-01,428.56,438.69,449.27,136.33,140.66,145.3,256.84,264.2,271.35,1.17,1.24,1.31,San Bernardino
2020-07-02,442.42,452.46,462.77,140.7,145.08,149.72,262.04,269.48,276.76,1.16,1.23,1.3,San Bernardino
2020-07-03,456.36,466.42,476.62,145.06,149.58,154.24,267.33,274.92,282.48,1.13,1.21,1.29,San Bernardino
2020-07-04,470.43,480.62,491.17,149.43,154.12,159.03,272.75,280.56,288.25,1.05,1.19,1.27,San Bernardino
2020-07-05,484.42,495.25,506.33,153.88,158.74,163.87,278.38,286.36,294.24,0.97,1.16,1.25,San Bernardino
2020-07-06,498.47,509.91,521.77,158.32,163.41,168.78,284.16,292.35,300.49,0.91,1.09,1.21,San Bernardino
2020-07-07,512.66,524.77,537.03,162.75,168.15,173.87,290.14,298.49,306.88,0.84,1,1.16,San Bernardino
2020-07-08,526.52,539.45,552.53,167.25,172.81,178.83,296.29,304.88,313.43,0.78,0.94,1.11,San Bernardino
2020-07-09,540.31,553.88,567.23,171.53,177.46,183.68,302.6,311.4,320.19,0.72,0.9,1.05,San Bernardino
2020-07-10,553.18,567.51,580.99,175.63,181.76,188.17,309.04,318.08,327.19,0.69,0.88,1.03,San Bernardino
2020-07-11,565.49,580.03,593.53,179.45,185.74,192.37,315.67,324.89,334.24,0.66,0.87,1.02,San Bernardino
2020-07-12,577.01,591.07,604.73,182.95,189.24,196.03,322.42,331.87,341.47,0.65,0.86,1.01,San Bernardino
2020-07-13,587.18,600.83,614.23,186.02,192.31,199.15,329.32,338.98,348.93,0.64,0.86,1.01,San Bernardino
2020-07-14,595.69,609.11,622.32,188.56,194.88,201.87,336.28,346.17,356.47,0.64,0.86,1.01,San Bernardino
2020-07-15,602.4,615.76,628.71,190.56,197,203.88,343.3,353.5,364.19,0.64,0.86,1.01,San Bernardino
2020-07-16,607.06,621.13,634.75,192.01,198.69,205.68,350.42,360.92,371.92,0.64,0.86,1.01,San Bernardino
2020-07-17,609.03,625.21,640.33,192.66,199.94,207.29,357.62,368.34,379.8,0.64,0.85,1.01,San Bernardino
2020-07-18,608.67,627.83,646.07,192.64,200.81,208.86,364.86,375.87,387.57,0.64,0.85,1.01,San Bernardino
2020-07-19,606.03,629.56,651.77,191.95,201.29,210.45,372.07,383.44,395.43,0.64,0.85,1.01,San Bernardino
2020-07-20,601.44,629.9,657.42,190.82,201.31,212.03,379.31,391.06,403.32,0.63,0.85,1.01,San Bernardino
2020-07-21,595.27,629.62,663.29,188.78,200.98,213.49,386.5,398.7,411.19,0.63,0.85,1.01,San Bernardino
2020-07-22,587.78,628.36,668.46,186.62,200.51,214.86,393.74,406.23,419.12,,,,San Bernardino
2020-07-23,578.92,626.64,674.04,183.69,199.73,216.12,400.92,413.71,427.15,,,,San Bernardino
2020-07-24,568.91,623.99,679.03,180.49,198.74,217.47,408.02,421.2,435.01,,,,San Bernardino
2020-07-25,558.55,620.17,683.72,176.99,197.56,218.58,415.07,428.77,442.8,,,,San Bernardino
2020-07-26,547.63,615.88,688.14,173.25,196.21,219.89,421.98,436.17,450.82,,,,San Bernardino
2020-07-27,535.91,610.89,691.85,169.33,194.75,221.18,428.91,443.53,458.8,,,,San Bernardino
2020-07-28,522.9,605.69,695.14,165.3,193.13,222.11,435.69,450.83,466.73,,,,San Bernardino
2020-07-29,509.25,600.32,697.75,160.99,191.23,223.17,442.23,458.16,474.72,,,,San Bernardino
2020-07-30,495.76,595,700.9,156.95,189.29,224.22,448.74,465.4,482.67,,,,San Bernardino
2020-07-31,482.59,588.91,703.86,152.44,187.11,225.02,455.1,472.59,490.62,,,,San Bernardino
2020-08-01,468.73,581.92,705.78,148.02,185.02,225.72,461.47,479.6,498.56,,,,San Bernardino
2020-08-02,454.84,574.69,708.18,143.52,182.61,226.32,467.65,486.66,506.65,,,,San Bernardino
2020-08-03,441.68,567.24,710.98,139.18,180.27,226.7,473.19,493.49,514.96,,,,San Bernardino
2020-08-04,428.33,559.92,714.6,134.89,177.84,227.36,478.82,500.11,523.06,,,,San Bernardino
2020-08-05,414.5,552.64,716.68,130.49,175.31,227.93,484.29,506.7,531.39,,,,San Bernardino
2020-08-06,401.37,544.92,719.1,126.18,172.9,228.55,489.57,513.36,539.79,,,,San Bernardino
2020-08-07,387.91,537.29,720.5,121.61,170.18,229.07,494.52,519.9,547.86,,,,San Bernardino
2020-08-08,373.94,528.88,722.87,117.29,167.61,229.92,499.39,526.26,556.34,,,,San Bernardino
2020-08-09,361.11,520.51,725.75,112.99,165.03,230.83,504.09,532.51,564.86,,,,San Bernardino
2020-08-10,347.4,512.83,727.15,108.84,162.44,231.58,508.66,538.66,573.06,,,,San Bernardino
2020-08-11,334.18,504.37,728.49,104.74,159.78,232.62,513.14,544.82,581.59,,,,San Bernardino
2020-08-12,320.69,495.44,730.05,100.62,157.21,233.07,517.35,550.82,590.06,,,,San Bernardino
2020-08-13,308.09,487.69,732.7,96.71,154.33,233.27,521.59,556.65,598.52,,,,San Bernardino
2020-08-14,296.23,479.56,733.26,92.92,151.62,234.25,525.63,562.24,607.31,,,,San Bernardino
2020-08-15,284.81,470.4,736.84,89.16,149.06,234.88,529.32,567.87,615.63,,,,San Bernardino
2020-03-15,63.13,93.52,128.57,23.53,34.91,47.91,3.52,5.44,7.87,0.71,1.03,1.77,San Diego
2020-03-16,73.82,106.1,141.86,27.46,39.63,53.03,4.26,6.5,9.27,0.7,1.01,1.66,San Diego
2020-03-17,84.56,118.07,154.75,31.46,44.23,57.92,5.15,7.71,10.81,0.7,1,1.55,San Diego
2020-03-18,95.31,129.56,166.43,35.68,48.73,62.46,6.16,9.09,12.5,0.72,0.99,1.43,San Diego
2020-03-19,106.28,140.43,176.57,40.03,53,66.68,7.32,10.58,14.35,0.74,0.98,1.31,San Diego
2020-03-20,118.07,151.07,185.95,44.45,57.15,70.52,8.58,12.2,16.28,0.77,0.98,1.21,San Diego
2020-03-21,129.54,161.02,194.59,48.99,61.01,73.9,10.03,13.98,18.38,0.82,0.98,1.13,San Diego
2020-03-22,140.62,170.07,201.9,53.39,64.75,76.99,11.63,15.83,20.52,0.87,0.98,1.09,San Diego
2020-03-23,150.95,178.42,208.29,57.65,68.22,79.72,13.34,17.82,22.78,0.89,0.99,1.08,San Diego
2020-03-24,160.75,186.22,214.06,61.57,71.44,82.23,15.18,19.92,25.11,0.91,0.99,1.08,San Diego
2020-03-25,169.6,193.33,219.16,65.22,74.38,84.51,17.16,22.1,27.56,0.91,0.99,1.08,San Diego
2020-03-26,177.89,199.91,223.86,68.65,77.23,86.66,19.26,24.4,30.07,0.91,0.99,1.08,San Diego
2020-03-27,185.85,206.12,228.11,71.93,79.87,88.59,21.51,26.79,32.61,0.91,1,1.08,San Diego
2020-03-28,193.01,212.01,232.15,74.79,82.33,90.41,23.81,29.24,35.21,0.91,1,1.09,San Diego
2020-03-29,199.26,217.16,236.23,77.57,84.62,92.06,26.25,31.78,37.83,0.92,1,1.09,San Diego
2020-03-30,205.07,222,239.54,80.19,86.75,93.67,28.7,34.38,40.54,0.92,1,1.08,San Diego
2020-03-31,210.21,226.41,242.91,82.59,88.73,95.18,31.31,37.05,43.3,0.93,1.01,1.08,San Diego
2020-04-01,215.1,230.34,245.85,84.7,90.55,96.59,33.96,39.76,46.14,0.94,1.01,1.08,San Diego
2020-04-02,219.55,234.06,248.79,86.7,92.22,97.94,36.7,42.57,48.97,0.95,1.02,1.08,San Diego
2020-04-03,223.62,237.47,251.58,88.64,93.8,99.25,39.52,45.42,51.81,0.97,1.03,1.09,San Diego
2020-04-04,227.5,240.58,254.14,90.36,95.28,100.43,42.39,48.31,54.72,0.98,1.04,1.09,San Diego
2020-04-05,230.82,243.36,256.42,91.95,96.72,101.56,45.27,51.21,57.71,0.99,1.04,1.09,San Diego
2020-04-06,233.87,246.05,258.78,93.39,98.01,102.72,48.23,54.19,60.68,0.99,1.05,1.1,San Diego
2020-04-07,236.78,248.6,261.08,94.81,99.19,103.86,51.24,57.2,63.67,0.99,1.05,1.1,San Diego
2020-04-08,239.61,251,263.21,96.1,100.33,104.84,54.27,60.25,66.66,0.99,1.05,1.11,San Diego
2020-04-09,242.33,253.36,265.33,97.33,101.43,105.84,57.36,63.34,69.71,1,1.05,1.11,San Diego
2020-04-10,244.94,255.63,267.38,98.54,102.52,106.82,60.5,66.45,72.82,1,1.05,1.11,San Diego
2020-04-11,247.46,257.8,269.27,99.68,103.61,107.81,63.66,69.62,75.93,1,1.05,1.11,San Diego
2020-04-12,249.78,259.95,271.19,100.73,104.64,108.79,66.87,72.84,79.08,1,1.05,1.11,San Diego
2020-04-13,252.11,262.07,273.08,101.78,105.61,109.79,70.13,76.06,82.22,1.01,1.06,1.11,San Diego
2020-04-14,254.4,264.13,274.97,102.85,106.62,110.74,73.4,79.32,85.4,1.02,1.06,1.11,San Diego
2020-04-15,256.6,266.19,276.84,103.81,107.62,111.64,76.71,82.6,88.65,1.03,1.07,1.12,San Diego
2020-04-16,258.87,268.19,278.56,104.8,108.55,112.51,80.06,85.89,91.88,1.04,1.08,1.13,San Diego
2020-04-17,261.12,270.25,280.37,105.8,109.53,113.36,83.48,89.24,95.14,1.05,1.09,1.13,San Diego
2020-04-18,263.18,272.43,282.36,106.72,110.47,114.27,86.88,92.61,98.44,1.05,1.09,1.14,San Diego
2020-04-19,265.37,274.54,284.35,107.66,111.42,115.23,90.31,95.99,101.79,1.06,1.1,1.15,San Diego
2020-04-20,267.58,276.79,286.65,108.62,112.39,116.18,93.78,99.4,105.16,1.06,1.1,1.15,San Diego
2020-04-21,269.81,279.07,288.83,109.61,113.38,117.22,97.32,102.83,108.57,1.05,1.1,1.16,San Diego
2020-04-22,272.3,281.45,291.18,110.64,114.38,118.23,100.85,106.3,112,1.05,1.1,1.16,San Diego
2020-04-23,274.89,283.89,293.51,111.73,115.43,119.34,104.42,109.8,115.49,1.05,1.1,1.16,San Diego
2020-04-24,277.5,286.49,296,112.81,116.52,120.44,108.02,113.32,118.97,1.05,1.1,1.16,San Diego
2020-04-25,280.2,289.13,298.53,113.93,117.62,121.56,111.62,116.91,122.51,1.05,1.1,1.16,San Diego
2020-04-26,283,291.91,301.22,115.07,118.77,122.68,115.28,120.5,126.09,1.05,1.1,1.15,San Diego
2020-04-27,285.87,294.72,304,116.26,119.96,123.87,118.96,124.14,129.67,1.05,1.1,1.15,San Diego
2020-04-28,288.88,297.7,306.93,117.48,121.19,125.08,122.72,127.83,133.32,1.04,1.09,1.14,San Diego
2020-04-29,291.94,300.73,309.91,118.73,122.48,126.31,126.48,131.55,137,1.03,1.08,1.13,San Diego
2020-04-30,295.23,303.92,312.96,120,123.75,127.64,130.25,135.32,140.7,1.02,1.07,1.12,San Diego
2020-05-01,298.42,307.12,316.03,121.23,125.06,128.94,134.12,139.12,144.48,1,1.06,1.11,San Diego
2020-05-02,301.59,310.39,319.2,122.57,126.4,130.28,138.01,142.95,148.29,0.99,1.05,1.1,San Diego
2020-05-03,304.6,313.66,322.49,123.79,127.71,131.58,141.9,146.83,152.12,0.98,1.04,1.09,San Diego
2020-05-04,307.66,316.89,325.95,125.05,129.03,132.98,145.83,150.74,156.03,0.97,1.03,1.09,San Diego
2020-05-05,310.62,320.14,329.18,126.29,130.36,134.31,149.78,154.73,159.92,0.96,1.03,1.09,San Diego
2020-05-06,313.69,323.21,332.41,127.54,131.62,135.59,153.79,158.74,163.89,0.96,1.02,1.09,San Diego
2020-05-07,316.68,326.22,335.48,128.78,132.87,136.89,157.81,162.78,167.87,0.96,1.02,1.09,San Diego
2020-05-08,319.39,329.06,338.38,129.99,134.08,138.11,161.94,166.89,171.89,0.96,1.02,1.09,San Diego
2020-05-09,322.24,331.83,341.03,131.14,135.26,139.25,166.08,171.01,176,0.95,1.02,1.08,San Diego
2020-05-10,325.01,334.39,343.54,132.27,136.37,140.37,170.24,175.13,180.15,0.95,1.01,1.08,San Diego
2020-05-11,327.65,336.95,345.91,133.32,137.49,141.46,174.45,179.31,184.33,0.93,1,1.07,San Diego
2020-05-12,330.17,339.41,348.45,134.41,138.51,142.47,178.71,183.54,188.52,0.9,0.99,1.05,San Diego
2020-05-13,332.6,341.71,350.8,135.42,139.5,143.49,182.99,187.79,192.76,0.86,0.97,1.04,San Diego
2020-05-14,334.69,343.88,353.06,136.39,140.46,144.44,187.26,192.08,197.06,0.83,0.94,1.02,San Diego
2020-05-15,336.56,345.87,355.36,137.31,141.28,145.39,191.55,196.42,201.37,0.8,0.9,0.99,San Diego
2020-05-16,338.24,347.54,357.48,137.96,142.08,146.2,195.88,200.77,205.7,0.77,0.87,0.96,San Diego
2020-05-17,339.56,349.03,359.23,138.59,142.71,146.9,200.21,205.12,210.06,0.75,0.84,0.93,San Diego
2020-05-18,340.32,350.12,360.48,139.06,143.27,147.58,204.61,209.48,214.4,0.74,0.83,0.91,San Diego
2020-05-19,340.75,350.83,361.17,139.4,143.67,148.11,209.02,213.89,218.79,0.72,0.82,0.9,San Diego
2020-05-20,340.95,350.99,361.48,139.55,143.9,148.34,213.38,218.33,223.21,0.72,0.81,0.89,San Diego
2020-05-21,340.59,350.66,361.33,139.56,143.98,148.4,217.79,222.77,227.64,0.71,0.81,0.89,San Diego
2020-05-22,339.71,349.92,360.74,139.33,143.81,148.25,222.21,227.19,232.07,0.71,0.81,0.89,San Diego
2020-05-23,338.47,348.58,359.45,138.99,143.45,147.95,226.58,231.59,236.53,0.71,0.81,0.89,San Diego
2020-05-24,336.69,346.84,357.77,138.41,142.89,147.49,230.97,236,240.98,0.71,0.81,0.89,San Diego
2020-05-25,334.57,344.67,355.45,137.71,142.18,146.8,235.35,240.38,245.41,0.72,0.82,0.9,San Diego
2020-05-26,332.1,342.01,352.67,136.84,141.27,145.83,239.69,244.74,249.81,0.73,0.83,0.91,San Diego
2020-05-27,329.32,338.99,349.53,135.79,140.25,144.83,243.98,249.09,254.14,0.75,0.84,0.96,San Diego
2020-05-28,326.15,335.7,346.24,134.63,139.12,143.63,248.26,253.39,258.49,0.78,0.87,1.06,San Diego
2020-05-29,322.42,332.27,342.54,133.37,137.91,142.37,252.48,257.68,262.76,0.81,0.91,1.14,San Diego
2020-05-30,318.57,328.58,338.85,132.04,136.59,141.06,256.69,261.9,267.04,0.84,0.99,1.2,San Diego
2020-05-31,314.61,324.72,334.97,130.63,135.21,139.68,260.89,266.08,271.26,0.89,1.08,1.26,San Diego
2020-06-01,310.74,320.9,331.22,129.16,133.76,138.3,264.98,270.25,275.42,0.95,1.15,1.3,San Diego
2020-06-02,306.89,317.25,327.64,127.73,132.41,136.92,269.06,274.35,279.57,1.02,1.19,1.34,San Diego
2020-06-03,303.46,313.71,324.17,126.48,131.13,135.68,273.09,278.43,283.68,1.07,1.22,1.37,San Diego
2020-06-04,300.36,310.65,321.33,125.22,129.96,134.54,277.04,282.45,287.76,1.09,1.24,1.39,San Diego
2020-06-05,297.6,307.95,319.02,124.15,128.9,133.62,280.98,286.46,291.76,1.1,1.25,1.41,San Diego
2020-06-06,295.44,305.9,317.38,123.3,128.11,132.95,284.9,290.43,295.77,1.1,1.26,1.42,San Diego
2020-06-07,293.75,304.38,316.11,122.7,127.48,132.45,288.72,294.36,299.76,1.1,1.25,1.43,San Diego
2020-06-08,292.6,303.53,315.63,122.28,127.05,132.11,292.56,298.27,303.74,1.1,1.25,1.43,San Diego
2020-06-09,292.26,303.37,315.62,122.09,126.84,131.97,296.41,302.18,307.72,1.1,1.24,1.42,San Diego
2020-06-10,292.43,303.92,315.94,122.11,126.9,132.01,300.31,306.06,311.67,1.1,1.23,1.4,San Diego
2020-06-11,293.41,305.02,316.98,122.38,127.19,132.33,304.16,309.93,315.65,1.1,1.21,1.38,San Diego
2020-06-12,295.06,306.61,318.43,122.9,127.78,132.77,307.99,313.84,319.62,1.09,1.18,1.35,San Diego
2020-06-13,297.4,308.85,320.31,123.67,128.56,133.33,311.84,317.75,323.62,1.08,1.15,1.31,San Diego
2020-06-14,300.49,311.6,322.81,124.63,129.5,134.15,315.72,321.68,327.57,1.06,1.13,1.26,San Diego
2020-06-15,303.96,314.68,325.63,125.83,130.59,135.18,319.61,325.66,331.65,1.04,1.11,1.21,San Diego
2020-06-16,307.92,318.17,328.78,127.15,131.88,136.29,323.55,329.66,335.7,1.03,1.09,1.17,San Diego
2020-06-17,312.07,322.03,332.39,128.64,133.28,137.68,327.49,333.7,339.82,1.01,1.08,1.15,San Diego
2020-06-18,315.98,326.15,336.4,130.17,134.75,139.09,331.54,337.77,343.97,1,1.07,1.14,San Diego
2020-06-19,320.2,330.37,340.69,131.77,136.29,140.62,335.57,341.92,348.17,0.99,1.06,1.14,San Diego
2020-06-20,324.44,334.81,345.22,133.24,137.86,142.29,339.64,346.1,352.42,0.99,1.06,1.13,San Diego
2020-06-21,328.7,339.16,349.65,134.79,139.51,143.98,343.77,350.36,356.73,0.99,1.06,1.13,San Diego
2020-06-22,332.87,343.56,354.22,136.38,141.18,145.7,348.03,354.64,361.08,0.98,1.06,1.13,San Diego
2020-06-23,336.76,347.88,358.66,137.91,142.81,147.37,352.24,358.98,365.49,0.98,1.06,1.13,San Diego
2020-06-24,340.84,352.09,363.16,139.45,144.4,149.06,356.58,363.37,369.92,0.98,1.06,1.13,San Diego
2020-06-25,344.96,356.27,367.45,141.07,146.01,150.72,360.89,367.79,374.47,0.98,1.06,1.13,San Diego
2020-06-26,349.17,360.41,371.7,142.77,147.61,152.36,365.31,372.27,379.07,0.98,1.06,1.13,San Diego
2020-06-27,353.4,364.4,375.78,144.4,149.22,154.01,369.74,376.81,383.7,0.98,1.06,1.13,San Diego
2020-06-28,357.55,368.43,379.76,145.99,150.78,155.53,374.18,381.37,388.38,0.98,1.06,1.13,San Diego
2020-06-29,361.73,372.37,383.6,147.62,152.34,157.05,378.69,386.02,393.12,0.98,1.06,1.13,San Diego
2020-06-30,365.99,376.35,387.31,149.3,153.86,158.49,383.23,390.71,397.9,0.98,1.05,1.13,San Diego
2020-07-01,370.06,380.19,390.99,150.92,155.41,159.98,387.84,395.46,402.75,0.98,1.05,1.12,San Diego
2020-07-02,373.83,384,394.46,152.44,156.92,161.4,392.47,400.2,407.65,0.97,1.05,1.11,San Diego
2020-07-03,377.61,387.73,398.23,153.92,158.42,162.94,397.21,405.02,412.58,0.96,1.04,1.1,San Diego
2020-07-04,381.12,391.38,401.94,155.4,159.87,164.46,401.98,409.91,417.53,0.92,1.02,1.09,San Diego
2020-07-05,384.39,394.97,406.1,156.85,161.3,165.99,406.77,414.82,422.6,0.84,1,1.07,San Diego
2020-07-06,387.38,398.38,410.19,158.11,162.71,167.69,411.6,419.75,427.65,0.77,0.98,1.05,San Diego
2020-07-07,390.09,401.6,414.24,159.34,164.02,169.3,416.48,424.78,432.84,0.72,0.94,1.04,San Diego
2020-07-08,392.49,404.55,418.12,160.39,165.31,170.8,421.41,429.78,438,0.68,0.9,1.04,San Diego
2020-07-09,394.54,407.26,421.46,161.35,166.45,172.09,426.35,434.83,443.2,0.65,0.87,1.05,San Diego
2020-07-10,396.33,409.52,423.96,162.1,167.38,173.16,431.37,439.96,448.4,0.62,0.84,1.06,San Diego
2020-07-11,397.71,411.32,425.57,162.76,168.16,173.96,436.34,445.13,453.69,0.6,0.83,1.07,San Diego
2020-07-12,398.72,412.48,426.52,163.29,168.78,174.55,441.41,450.32,459.02,0.59,0.83,1.07,San Diego
2020-07-13,399.26,412.88,426.75,163.61,169.09,174.77,446.47,455.49,464.31,0.59,0.82,1.08,San Diego
2020-07-14,399.21,412.64,426.26,163.67,169.16,174.82,451.54,460.63,469.65,0.58,0.82,1.08,San Diego
2020-07-15,397.8,411.8,425.41,163.35,168.98,174.69,456.61,465.8,475.01,0.58,0.82,1.08,San Diego
2020-07-16,395.26,410.45,424.73,162.57,168.63,174.69,461.59,470.99,480.32,0.58,0.82,1.08,San Diego
2020-07-17,391.36,408.56,424.63,161.4,168.04,174.66,466.52,476.15,485.65,0.58,0.82,1.08,San Diego
2020-07-18,386,406.26,425.04,159.62,167.32,174.74,471.62,481.28,490.94,0.58,0.82,1.08,San Diego
2020-07-19,379.96,403.43,426.16,157.57,166.44,175.22,476.6,486.43,496.2,0.58,0.82,1.08,San Diego
2020-07-20,372.87,400.01,427.43,154.95,165.39,175.6,481.55,491.5,501.49,0.58,0.82,1.08,San Diego
2020-07-21,364.79,396.35,429.42,152.17,164.06,176.42,486.48,496.57,506.8,0.58,0.82,1.09,San Diego
2020-07-22,356.12,392.19,431.81,149.04,162.69,177.24,491.46,501.6,512.04,,,,San Diego
2020-07-23,347.06,387.72,434.13,145.76,161.15,178.13,496.21,506.59,517.15,,,,San Diego
2020-07-24,337.68,383.27,436.81,142.14,159.53,179.11,501,511.48,522.38,,,,San Diego
2020-07-25,327.77,378.63,439.08,138.59,157.72,180.38,505.65,516.42,527.59,,,,San Diego
2020-07-26,318.17,373.31,442.27,135.03,155.85,181.55,510.19,521.37,532.76,,,,San Diego
2020-07-27,308.41,367.66,444.97,131.43,153.95,182.88,514.69,526.19,537.99,,,,San Diego
2020-07-28,298.81,362.3,448.06,127.55,151.94,184.25,519.16,530.91,543.18,,,,San Diego
2020-07-29,288.45,356.9,450.88,123.65,149.71,185.46,523.52,535.58,548.47,,,,San Diego
2020-07-30,278.23,351.1,454.49,119.74,147.46,186.78,527.6,540.1,553.84,,,,San Diego
2020-07-31,267.91,345.33,458.53,115.86,145.26,188.35,531.46,544.65,559.07,,,,San Diego
2020-08-01,257.96,339.42,462.5,112.09,142.97,189.66,535.45,549.12,564.5,,,,San Diego
2020-08-02,248.12,333.17,466.15,108.23,140.72,191.43,539.19,553.64,569.78,,,,San Diego
2020-08-03,238.37,326.86,470.74,104.32,138.28,193.07,542.99,557.91,575.31,,,,San Diego
2020-08-04,229.04,320.97,474.99,100.43,135.87,194.88,546.58,562.29,580.81,,,,San Diego
2020-08-05,219.58,314.85,479.18,96.51,133.63,196.55,549.89,566.53,586.55,,,,San Diego
2020-08-06,210.18,309.17,483.48,92.94,131.32,198.41,553.13,570.73,592.06,,,,San Diego
2020-08-07,201.14,303.47,486.96,89.15,129.03,200.26,556.2,574.77,597.58,,,,San Diego
2020-08-08,192.45,297.27,490.87,85.54,126.75,202.06,559.25,578.86,603.27,,,,San Diego
2020-08-09,184.15,290.99,495.47,82.07,124.53,203.78,562.07,582.74,609.2,,,,San Diego
2020-08-10,176.15,285.06,500.95,78.69,122.12,205.36,564.7,586.68,615.34,,,,San Diego
2020-08-11,168.53,278.78,506.53,75.46,119.79,207.03,567.28,590.35,621.49,,,,San Diego
2020-08-12,161.04,272.84,510.94,72.33,117.42,209.28,569.93,593.97,627.71,,,,San Diego
2020-08-13,153.58,267.11,516.68,69.35,115.24,210.79,572.31,597.52,633.98,,,,San Diego
2020-08-14,146.55,261.54,522.54,66.43,112.8,212.42,574.59,601,640.67,,,,San Diego
2020-08-15,139.5,255.91,527.75,63.48,110.51,214.35,576.75,604.57,646.99,,,,San Diego
2020-03-15,12.2,18.2,26.37,2.94,4.33,6.35,0.23,0.36,0.55,1.5,1.96,2.64,San Francisco
2020-03-16,14.93,21.68,30.51,3.59,5.21,7.45,0.29,0.45,0.68,1.46,1.9,2.54,San Francisco
2020-03-17,18.01,25.44,34.99,4.36,6.18,8.64,0.37,0.55,0.82,1.38,1.84,2.47,San Francisco
2020-03-18,21.47,29.68,39.62,5.22,7.27,9.89,0.46,0.68,0.98,1.28,1.74,2.35,San Francisco
2020-03-19,25.31,34.11,44.5,6.23,8.45,11.24,0.57,0.82,1.18,1.12,1.62,2.2,San Francisco
2020-03-20,29.57,38.88,49.79,7.34,9.76,12.7,0.7,0.99,1.4,1.02,1.45,1.99,San Francisco
2020-03-21,34.38,43.89,54.96,8.6,11.15,14.18,0.86,1.19,1.65,0.97,1.24,1.78,San Francisco
2020-03-22,39.53,49.19,60.2,9.96,12.64,15.76,1.04,1.42,1.92,0.94,1.07,1.55,San Francisco
2020-03-23,44.75,54.64,65.28,11.42,14.2,17.29,1.25,1.68,2.22,0.92,1.01,1.33,San Francisco
2020-03-24,50.21,60.01,70.09,12.95,15.77,18.78,1.49,1.96,2.56,0.91,0.98,1.14,San Francisco
2020-03-25,55.47,65,74.44,14.53,17.32,20.32,1.76,2.29,2.92,0.9,0.97,1.06,San Francisco
2020-03-26,60.46,69.45,78.63,16.06,18.82,21.84,2.06,2.64,3.31,0.89,0.96,1.03,San Francisco
2020-03-27,65.02,73.5,82.41,17.55,20.25,23.29,2.41,3.01,3.73,0.88,0.95,1.03,San Francisco
2020-03-28,68.85,77.01,85.92,18.96,21.62,24.63,2.77,3.43,4.17,0.88,0.95,1.02,San Francisco
2020-03-29,72.4,80.29,88.86,20.28,22.94,25.84,3.17,3.87,4.65,0.88,0.95,1.02,San Francisco
2020-03-30,75.17,83.08,91.49,21.51,24.16,27.05,3.6,4.33,5.15,0.88,0.95,1.02,San Francisco
